"Date","Price","Open","High","Low","Vol.","Change %"
"12/10/2020","14,394.3","14,374.1","14,413.1","14,290.9","","0.14%"
"12/11/2020","14,355.3","14,394.3","14,394.3","14,260.9","","-0.27%"
"12/14/2020","14,214.9","14,355.3","14,459.6","14,214.0","","-0.98%"
"12/15/2020","14,402.3","14,214.9","14,410.1","14,214.9","","1.32%"
"12/16/2020","14,408.9","14,402.3","14,442.9","14,370.5","","0.05%"
"12/17/2020","14,516.7","14,408.9","14,520.0","14,408.9","","0.75%"
"12/18/2020","14,467.8","14,516.7","14,529.9","14,394.4","","-0.34%"
"12/21/2020","14,378.9","14,467.8","14,467.8","14,171.8","","-0.61%"
"12/22/2020","14,321.3","14,378.9","14,378.9","14,305.6","","-0.40%"
"12/23/2020","14,398.6","14,321.3","14,457.3","14,321.3","","0.54%"
"12/24/2020","14,382.5","14,398.6","14,398.6","14,324.8","","-0.11%"
"12/28/2020","14,405.8","14,382.5","14,481.5","14,382.5","","0.16%"
"12/29/2020","14,397.9","14,405.8","14,515.8","14,371.9","","-0.05%"
"12/30/2020","14,477.5","14,397.9","14,520.6","14,397.9","","0.55%"
"12/31/2020","14,524.8","14,477.5","14,533.2","14,422.7","","0.33%"
"01/04/2021","14,376.7","14,524.8","14,605.8","14,258.2","","-1.02%"
"01/05/2021","14,536.5","14,376.7","14,579.3","14,376.7","","1.11%"
"01/06/2021","14,788.8","14,536.5","14,898.5","14,536.5","","1.74%"
"01/07/2021","14,928.8","14,788.8","14,948.3","14,788.8","","0.95%"
"01/08/2021","14,966.8","14,928.8","15,006.2","14,818.8","","0.25%"
"01/11/2021","14,938.0","14,966.8","14,975.3","14,817.7","","-0.19%"
"01/12/2021","15,010.3","14,938.0","15,024.5","14,923.8","","0.48%"
"01/13/2021","14,983.6","15,010.3","15,045.5","14,931.1","","-0.18%"
"01/14/2021","15,044.4","14,983.6","15,129.1","14,983.6","","0.41%"
"01/15/2021","14,894.2","15,044.4","15,044.4","14,791.6","","-1.00%"
"01/19/2021","14,987.3","14,894.2","15,037.5","14,894.2","","0.63%"
"01/20/2021","15,097.3","14,987.3","15,114.1","14,987.3","","0.73%"
"01/21/2021","15,019.0","15,097.3","15,102.5","14,998.9","","-0.52%"
"01/22/2021","14,951.8","15,019.0","15,019.0","14,881.4","","-0.45%"
"01/25/2021","14,935.3","14,951.8","14,958.0","14,765.4","","-0.11%"
"01/26/2021","14,867.4","14,935.3","14,995.5","14,860.6","","-0.45%"
"01/27/2021","14,487.7","14,867.4","14,867.4","14,447.4","","-2.55%"
"01/28/2021","14,669.5","14,487.7","14,767.5","14,487.7","","1.25%"
"01/29/2021","14,397.2","14,669.5","14,669.5","14,328.5","","-1.86%"
"02/01/2021","14,596.2","14,397.2","14,623.4","14,397.2","","1.38%"
"02/02/2021","14,768.6","14,596.2","14,830.8","14,596.2","","1.18%"
"02/03/2021","14,839.1","14,768.6","14,871.6","14,753.3","","0.48%"
"02/04/2021","14,975.4","14,839.1","14,976.2","14,839.1","","0.92%"
"02/05/2021","15,069.6","14,975.4","15,088.0","14,975.4","","0.63%"
"02/08/2021","15,226.6","15,069.6","15,226.6","15,069.6","","1.04%"
"02/09/2021","15,244.4","15,226.6","15,266.8","15,168.7","","0.12%"
"02/10/2021","15,273.9","15,244.4","15,343.8","15,184.0","","0.19%"
"02/11/2021","15,297.1","15,273.9","15,341.3","15,195.9","","0.15%"
"02/12/2021","15,369.6","15,297.1","15,373.8","15,254.9","","0.47%"
"02/16/2021","15,423.0","15,370.2","15,483.2","15,370.2","","0.35%"
"02/17/2021","15,402.6","15,423.0","15,423.0","15,289.4","","-0.13%"
"02/18/2021","15,290.6","15,402.6","15,402.6","15,205.0","","-0.73%"
"02/19/2021","15,362.7","15,290.6","15,418.6","15,290.6","","0.47%"
"02/22/2021","15,340.5","15,362.7","15,423.6","15,264.9","","-0.14%"
"02/23/2021","15,359.1","15,340.5","15,404.7","15,090.0","","0.12%"
"02/24/2021","15,539.4","15,359.1","15,566.5","15,326.7","","1.17%"
"02/25/2021","15,206.7","15,539.4","15,555.9","15,156.8","","-2.14%"
"02/26/2021","15,010.5","15,206.7","15,209.8","14,944.0","","-1.29%"
"03/01/2021","15,327.8","15,010.5","15,396.5","15,010.5","","2.11%"
"03/02/2021","15,277.0","15,327.8","15,366.9","15,257.9","","-0.33%"
"03/03/2021","15,199.2","15,277.0","15,336.4","15,197.9","","-0.51%"
"03/04/2021","14,959.4","15,199.2","15,247.0","14,765.5","","-1.58%"
"03/05/2021","15,251.8","14,959.4","15,284.2","14,818.5","","1.95%"
"03/08/2021","15,288.4","15,251.8","15,471.9","15,236.9","","0.24%"
"03/09/2021","15,375.6","15,288.4","15,498.1","15,288.4","","0.57%"
"03/10/2021","15,521.8","15,375.6","15,573.3","15,375.6","","0.95%"
"03/11/2021","15,648.0","15,521.8","15,701.8","15,521.8","","0.81%"
"03/12/2021","15,715.2","15,648.0","15,717.8","15,607.8","","0.43%"
"03/15/2021","15,775.5","15,715.2","15,778.0","15,613.2","","0.38%"
"03/16/2021","15,669.3","15,775.5","15,775.5","15,639.4","","-0.67%"
"03/17/2021","15,731.1","15,669.3","15,746.0","15,579.5","","0.39%"
"03/18/2021","15,589.1","15,731.1","15,797.9","15,559.8","","-0.90%"
"03/19/2021","15,562.3","15,589.1","15,636.1","15,454.1","","-0.17%"
"03/22/2021","15,551.6","15,562.3","15,595.6","15,496.6","","-0.07%"
"03/23/2021","15,346.5","15,551.6","15,551.6","15,306.1","","-1.32%"
"03/24/2021","15,276.6","15,346.5","15,479.9","15,276.6","","-0.46%"
"03/25/2021","15,410.4","15,276.6","15,439.1","15,138.7","","0.88%"
"03/26/2021","15,682.5","15,410.4","15,687.2","15,410.4","","1.77%"
"03/29/2021","15,611.9","15,682.5","15,682.5","15,522.7","","-0.45%"
"03/30/2021","15,626.1","15,611.9","15,663.0","15,551.5","","0.09%"
"03/31/2021","15,601.7","15,626.1","15,681.9","15,601.7","","-0.16%"
"04/01/2021","15,752.2","15,601.7","15,752.3","15,601.7","","0.96%"
"04/05/2021","15,870.3","15,752.2","15,882.1","15,752.2","","0.75%"
"04/06/2021","15,878.0","15,870.3","15,920.3","15,842.2","","0.05%"
"04/07/2021","15,838.9","15,878.0","15,905.2","15,804.5","","-0.25%"
"04/08/2021","15,886.6","15,838.9","15,894.8","15,812.4","","0.30%"
"04/09/2021","15,956.4","15,886.6","15,956.4","15,865.6","","0.44%"
"04/12/2021","15,977.5","15,956.4","15,986.4","15,933.7","","0.13%"
"04/13/2021","15,962.3","15,977.5","15,989.8","15,902.2","","-0.10%"
"04/14/2021","16,000.1","15,962.3","16,076.3","15,962.3","","0.24%"
"04/15/2021","16,116.9","16,000.1","16,123.5","16,000.1","","0.73%"
"04/16/2021","16,186.3","16,116.9","16,207.1","16,116.9","","0.43%"
"04/19/2021","16,107.6","16,186.3","16,186.3","16,076.6","","-0.49%"
"04/20/2021","15,944.6","16,107.6","16,107.6","15,887.4","","-1.01%"
"04/21/2021","16,121.6","15,944.6","16,128.9","15,903.5","","1.11%"
"04/22/2021","16,030.6","16,121.6","16,175.2","15,991.8","","-0.56%"
"04/23/2021","16,206.0","16,030.6","16,246.4","16,030.6","","1.09%"
"04/26/2021","16,241.2","16,206.0","16,278.1","16,206.0","","0.22%"
"04/27/2021","16,273.3","16,241.2","16,287.6","16,212.8","","0.20%"
"04/28/2021","16,322.1","16,273.3","16,362.6","16,273.3","","0.30%"
"04/29/2021","16,376.0","16,322.1","16,413.3","16,263.0","","0.33%"
"04/30/2021","16,219.3","16,376.0","16,376.0","16,199.5","","-0.96%"
"05/03/2021","16,325.2","16,219.3","16,375.1","16,219.3","","0.65%"
"05/04/2021","16,289.3","16,325.2","16,325.2","16,157.0","","-0.22%"
"05/05/2021","16,348.4","16,289.3","16,394.6","16,284.7","","0.36%"
"05/06/2021","16,459.6","16,348.4","16,462.4","16,275.2","","0.68%"
"05/07/2021","16,590.4","16,459.6","16,598.0","16,439.0","","0.79%"
"05/10/2021","16,516.8","16,590.4","16,685.9","16,516.8","","-0.44%"
"05/11/2021","16,355.6","16,516.8","16,516.8","16,211.5","","-0.98%"
"05/12/2021","16,043.0","16,355.6","16,355.6","16,030.3","","-1.91%"
"05/13/2021","16,181.6","16,043.0","16,243.3","16,035.5","","0.86%"
"05/14/2021","16,415.4","16,181.6","16,438.9","16,181.6","","1.44%"
"05/17/2021","16,423.0","16,415.4","16,434.2","16,341.2","","0.05%"
"05/18/2021","16,337.7","16,423.0","16,458.2","16,337.3","","-0.52%"
"05/19/2021","16,233.3","16,337.7","16,337.7","16,040.4","","-0.64%"
"05/20/2021","16,350.5","16,233.3","16,398.8","16,233.3","","0.72%"
